Method,n_star_ratio,MAE,time_s
Neural-ECF[argmax],0.7,0,1.0438477993011475
Neural-ECF[peaks],0.7,0,1.0438477993011475
MIDAST[KS],0.7,0,3.2265758514404297
Neural-ECF[argmax],0.7,40,1.0083026885986328
Neural-ECF[peaks],0.7,40,1.0083026885986328
MIDAST[KS],0.7,0,3.211026191711426
Neural-ECF[argmax],0.7,0,1.0094478130340576
Neural-ECF[peaks],0.7,0,1.0094478130340576
MIDAST[KS],0.7,0,3.1655452251434326
Neural-ECF[argmax],0.7,5,1.0269920825958252
Neural-ECF[peaks],0.7,5,1.0269920825958252
MIDAST[KS],0.7,0,3.2440481185913086
Neural-ECF[argmax],0.7,10,1.0729591846466064
Neural-ECF[peaks],0.7,10,1.0729591846466064
MIDAST[KS],0.7,0,3.174015998840332
Neural-ECF[argmax],0.7,15,1.017991065979004
Neural-ECF[peaks],0.7,15,1.017991065979004
MIDAST[KS],0.7,0,3.1634230613708496
Neural-ECF[argmax],0.7,0,1.0111150741577148
Neural-ECF[peaks],0.7,0,1.0111150741577148
MIDAST[KS],0.7,0,3.166710138320923
Neural-ECF[argmax],0.7,0,1.0093560218811035
Neural-ECF[peaks],0.7,0,1.0093560218811035
MIDAST[KS],0.7,0,3.1789698600769043
Neural-ECF[argmax],0.7,45,1.0279960632324219
Neural-ECF[peaks],0.7,45,1.0279960632324219
MIDAST[KS],0.7,0,3.1905558109283447
Neural-ECF[argmax],0.7,5,0.9703259468078613
Neural-ECF[peaks],0.7,5,0.9703259468078613
MIDAST[KS],0.7,0,3.4317541122436523
Neural-ECF[argmax],0.7,15,0.8138160705566406
Neural-ECF[peaks],0.7,15,0.8138160705566406
MIDAST[KS],0.7,0,3.185148000717163
Neural-ECF[argmax],0.7,0,1.0223710536956787
Neural-ECF[peaks],0.7,0,1.0223710536956787
MIDAST[KS],0.7,0,3.1803860664367676
Neural-ECF[argmax],0.7,0,0.9815011024475098
Neural-ECF[peaks],0.7,0,0.9815011024475098
MIDAST[KS],0.7,0,3.253843069076538
Neural-ECF[argmax],0.7,0,0.9884078502655029
Neural-ECF[peaks],0.7,0,0.9884078502655029
MIDAST[KS],0.7,0,3.141716957092285
Neural-ECF[argmax],0.7,0,1.002506971359253
Neural-ECF[peaks],0.7,0,1.002506971359253
MIDAST[KS],0.7,0,3.1967198848724365
Neural-ECF[argmax],0.7,5,1.0228948593139648
Neural-ECF[peaks],0.7,5,1.0228948593139648
MIDAST[KS],0.7,0,3.20328688621521
Neural-ECF[argmax],0.7,0,0.9950978755950928
Neural-ECF[peaks],0.7,0,0.9950978755950928
MIDAST[KS],0.7,0,3.1360390186309814
Neural-ECF[argmax],0.7,0,0.9744551181793213
Neural-ECF[peaks],0.7,0,0.9744551181793213
MIDAST[KS],0.7,0,3.1503818035125732
Neural-ECF[argmax],0.7,0,1.0069539546966553
Neural-ECF[peaks],0.7,0,1.0069539546966553
MIDAST[KS],0.7,0,3.1992549896240234
Neural-ECF[argmax],0.7,10,0.9876911640167236
Neural-ECF[peaks],0.7,10,0.9876911640167236
MIDAST[KS],0.7,0,3.2323877811431885
Neural-ECF[argmax],0.7,20,1.0019891262054443
Neural-ECF[peaks],0.7,20,1.0019891262054443
MIDAST[KS],0.7,0,3.1131348609924316
Neural-ECF[argmax],0.7,0,0.9943990707397461
Neural-ECF[peaks],0.7,0,0.9943990707397461
MIDAST[KS],0.7,0,3.2041232585906982
Neural-ECF[argmax],0.7,55,0.9907269477844238
Neural-ECF[peaks],0.7,55,0.9907269477844238
MIDAST[KS],0.7,0,3.162313222885132
Neural-ECF[argmax],0.7,30,0.9639520645141602
Neural-ECF[peaks],0.7,30,0.9639520645141602
MIDAST[KS],0.7,0,3.1748547554016113
Neural-ECF[argmax],0.7,30,0.9958670139312744
Neural-ECF[peaks],0.7,30,0.9958670139312744
MIDAST[KS],0.7,0,3.161106824874878
Neural-ECF[argmax],0.7,30,0.9900071620941162
Neural-ECF[peaks],0.7,30,0.9900071620941162
MIDAST[KS],0.7,0,3.0975048542022705
Neural-ECF[argmax],0.7,0,0.9941267967224121
Neural-ECF[peaks],0.7,0,0.9941267967224121
MIDAST[KS],0.7,0,3.1254019737243652
Neural-ECF[argmax],0.7,0,0.9887948036193848
Neural-ECF[peaks],0.7,0,0.9887948036193848
MIDAST[KS],0.7,0,3.188338041305542
Neural-ECF[argmax],0.7,0,1.0142021179199219
Neural-ECF[peaks],0.7,0,1.0142021179199219
MIDAST[KS],0.7,0,3.1447670459747314
Neural-ECF[argmax],0.7,15,0.9679872989654541
Neural-ECF[peaks],0.7,15,0.9679872989654541
MIDAST[KS],0.7,0,3.1428310871124268
Neural-ECF[argmax],0.7,0,1.0091300010681152
Neural-ECF[peaks],0.7,0,1.0091300010681152
MIDAST[KS],0.7,0,3.163400888442993
Neural-ECF[argmax],0.7,0,0.9730472564697266
Neural-ECF[peaks],0.7,0,0.9730472564697266
MIDAST[KS],0.7,0,3.076201915740967
Neural-ECF[argmax],0.7,0,0.9763846397399902
Neural-ECF[peaks],0.7,0,0.9763846397399902
MIDAST[KS],0.7,0,3.1000850200653076
Neural-ECF[argmax],0.7,50,0.976142168045044
Neural-ECF[peaks],0.7,50,0.976142168045044
MIDAST[KS],0.7,0,3.1030590534210205
Neural-ECF[argmax],0.7,0,0.9691898822784424
Neural-ECF[peaks],0.7,0,0.9691898822784424
MIDAST[KS],0.7,0,3.179344892501831
Neural-ECF[argmax],0.7,0,0.9646320343017578
Neural-ECF[peaks],0.7,0,0.9646320343017578
MIDAST[KS],0.7,0,3.139268159866333
Neural-ECF[argmax],0.7,5,1.0032918453216553
Neural-ECF[peaks],0.7,5,1.0032918453216553
MIDAST[KS],0.7,0,3.1342098712921143
Neural-ECF[argmax],0.7,0,0.9794869422912598
Neural-ECF[peaks],0.7,0,0.9794869422912598
MIDAST[KS],0.7,0,3.158890962600708
Neural-ECF[argmax],0.7,0,0.9619667530059814
Neural-ECF[peaks],0.7,0,0.9619667530059814
MIDAST[KS],0.7,0,3.1883599758148193
Neural-ECF[argmax],0.7,0,0.9683139324188232
Neural-ECF[peaks],0.7,0,0.9683139324188232
MIDAST[KS],0.7,0,3.1075592041015625
Neural-ECF[argmax],0.7,0,1.01615309715271
Neural-ECF[peaks],0.7,0,1.01615309715271
MIDAST[KS],0.7,0,3.079068899154663
Neural-ECF[argmax],0.7,10,1.0035409927368164
Neural-ECF[peaks],0.7,10,1.0035409927368164
MIDAST[KS],0.7,0,3.089087963104248
Neural-ECF[argmax],0.7,0,0.9916160106658936
Neural-ECF[peaks],0.7,0,0.9916160106658936
MIDAST[KS],0.7,0,3.0733766555786133
Neural-ECF[argmax],0.7,0,0.981273889541626
Neural-ECF[peaks],0.7,0,0.981273889541626
MIDAST[KS],0.7,0,3.1409809589385986
Neural-ECF[argmax],0.7,70,0.983212947845459
Neural-ECF[peaks],0.7,70,0.983212947845459
MIDAST[KS],0.7,0,3.2078962326049805
Neural-ECF[argmax],0.7,5,0.9850099086761475
Neural-ECF[peaks],0.7,5,0.9850099086761475
MIDAST[KS],0.7,0,3.0981228351593018
Neural-ECF[argmax],0.7,0,0.9643073081970215
Neural-ECF[peaks],0.7,0,0.9643073081970215
MIDAST[KS],0.7,0,3.095430850982666
Neural-ECF[argmax],0.7,0,0.9674711227416992
Neural-ECF[peaks],0.7,0,0.9674711227416992
MIDAST[KS],0.7,0,3.0838000774383545
Neural-ECF[argmax],0.7,0,0.9956269264221191
Neural-ECF[peaks],0.7,0,0.9956269264221191
MIDAST[KS],0.7,0,3.130885124206543
Neural-ECF[argmax],0.7,10,0.9593808650970459
Neural-ECF[peaks],0.7,10,0.9593808650970459
MIDAST[KS],0.7,0,3.116666078567505
Neural-ECF[argmax],0.7,0,0.9444952011108398
Neural-ECF[peaks],0.7,0,0.9444952011108398
MIDAST[KS],0.7,0,3.163106679916382
Neural-ECF[argmax],0.7,0,0.9665651321411133
Neural-ECF[peaks],0.7,0,0.9665651321411133
MIDAST[KS],0.7,0,3.0660369396209717
Neural-ECF[argmax],0.7,0,0.972175121307373
Neural-ECF[peaks],0.7,0,0.972175121307373
MIDAST[KS],0.7,0,3.2528700828552246
Neural-ECF[argmax],0.7,0,1.0302770137786865
Neural-ECF[peaks],0.7,0,1.0302770137786865
MIDAST[KS],0.7,0,3.112338066101074
Neural-ECF[argmax],0.7,0,0.9844448566436768
Neural-ECF[peaks],0.7,0,0.9844448566436768
MIDAST[KS],0.7,0,3.1725399494171143
Neural-ECF[argmax],0.7,5,0.9565038681030273
Neural-ECF[peaks],0.7,5,0.9565038681030273
MIDAST[KS],0.7,0,3.166342258453369
Neural-ECF[argmax],0.7,0,1.0038869380950928
Neural-ECF[peaks],0.7,0,1.0038869380950928
MIDAST[KS],0.7,0,3.078929901123047
Neural-ECF[argmax],0.7,5,0.9764330387115479
Neural-ECF[peaks],0.7,5,0.9764330387115479
MIDAST[KS],0.7,0,3.1197738647460938
Neural-ECF[argmax],0.7,0,0.9725911617279053
Neural-ECF[peaks],0.7,0,0.9725911617279053
MIDAST[KS],0.7,0,3.1088879108428955
Neural-ECF[argmax],0.7,0,0.9821460247039795
Neural-ECF[peaks],0.7,0,0.9821460247039795
MIDAST[KS],0.7,0,3.1124510765075684
Neural-ECF[argmax],0.7,5,1.027143955230713
Neural-ECF[peaks],0.7,5,1.027143955230713
MIDAST[KS],0.7,0,3.1446831226348877
Neural-ECF[argmax],0.7,5,0.9764280319213867
Neural-ECF[peaks],0.7,5,0.9764280319213867
MIDAST[KS],0.7,0,3.1605210304260254
Neural-ECF[argmax],0.7,0,0.995211124420166
Neural-ECF[peaks],0.7,0,0.995211124420166
MIDAST[KS],0.7,0,3.065229654312134
Neural-ECF[argmax],0.7,50,0.9918339252471924
Neural-ECF[peaks],0.7,50,0.9918339252471924
MIDAST[KS],0.7,0,3.141392707824707
Neural-ECF[argmax],0.7,0,1.0075139999389648
Neural-ECF[peaks],0.7,0,1.0075139999389648
MIDAST[KS],0.7,0,3.1225321292877197
Neural-ECF[argmax],0.7,5,0.9945628643035889
Neural-ECF[peaks],0.7,5,0.9945628643035889
MIDAST[KS],0.7,0,3.183413028717041
Neural-ECF[argmax],0.7,20,1.010056972503662
Neural-ECF[peaks],0.7,20,1.010056972503662
MIDAST[KS],0.7,0,3.0941829681396484
Neural-ECF[argmax],0.7,40,0.9802761077880859
Neural-ECF[peaks],0.7,40,0.9802761077880859
MIDAST[KS],0.7,0,3.270033121109009
Neural-ECF[argmax],0.7,0,0.9987871646881104
Neural-ECF[peaks],0.7,0,0.9987871646881104
MIDAST[KS],0.7,0,3.179939031600952
Neural-ECF[argmax],0.7,0,0.9808950424194336
Neural-ECF[peaks],0.7,0,0.9808950424194336
MIDAST[KS],0.7,0,3.126600980758667
Neural-ECF[argmax],0.7,0,0.954941987991333
Neural-ECF[peaks],0.7,0,0.954941987991333
MIDAST[KS],0.7,0,3.1520791053771973
Neural-ECF[argmax],0.7,15,0.9697399139404297
Neural-ECF[peaks],0.7,15,0.9697399139404297
MIDAST[KS],0.7,0,3.1994810104370117
Neural-ECF[argmax],0.7,15,0.9924221038818359
Neural-ECF[peaks],0.7,15,0.9924221038818359
MIDAST[KS],0.7,0,3.159714937210083
Neural-ECF[argmax],0.7,35,0.9975371360778809
Neural-ECF[peaks],0.7,35,0.9975371360778809
MIDAST[KS],0.7,0,3.0880439281463623
Neural-ECF[argmax],0.7,15,0.9567217826843262
Neural-ECF[peaks],0.7,15,0.9567217826843262
MIDAST[KS],0.7,0,3.1544649600982666
Neural-ECF[argmax],0.7,0,1.0018670558929443
Neural-ECF[peaks],0.7,0,1.0018670558929443
MIDAST[KS],0.7,0,3.1879379749298096
Neural-ECF[argmax],0.7,5,1.033466100692749
Neural-ECF[peaks],0.7,5,1.033466100692749
MIDAST[KS],0.7,0,3.203688859939575
Neural-ECF[argmax],0.7,30,0.9880502223968506
Neural-ECF[peaks],0.7,30,0.9880502223968506
MIDAST[KS],0.7,0,3.189659833908081
Neural-ECF[argmax],0.7,10,0.9827530384063721
Neural-ECF[peaks],0.7,10,0.9827530384063721
MIDAST[KS],0.7,0,3.1051230430603027
Neural-ECF[argmax],0.7,15,0.981931209564209
Neural-ECF[peaks],0.7,15,0.981931209564209
MIDAST[KS],0.7,0,3.0966341495513916
Neural-ECF[argmax],0.7,0,1.022143840789795
Neural-ECF[peaks],0.7,0,1.022143840789795
MIDAST[KS],0.7,0,3.1608190536499023
Neural-ECF[argmax],0.7,0,0.9625790119171143
Neural-ECF[peaks],0.7,0,0.9625790119171143
MIDAST[KS],0.7,0,3.180279016494751
Neural-ECF[argmax],0.7,0,1.0253169536590576
Neural-ECF[peaks],0.7,0,1.0253169536590576
MIDAST[KS],0.7,0,3.1023120880126953
Neural-ECF[argmax],0.7,0,0.9950542449951172
Neural-ECF[peaks],0.7,0,0.9950542449951172
MIDAST[KS],0.7,0,3.127457857131958
Neural-ECF[argmax],0.7,25,0.9973371028900146
Neural-ECF[peaks],0.7,25,0.9973371028900146
MIDAST[KS],0.7,0,3.1145730018615723
Neural-ECF[argmax],0.7,0,1.0125958919525146
Neural-ECF[peaks],0.7,0,1.0125958919525146
MIDAST[KS],0.7,0,3.1335113048553467
Neural-ECF[argmax],0.7,35,0.9943437576293945
Neural-ECF[peaks],0.7,35,0.9943437576293945
MIDAST[KS],0.7,0,3.074119806289673
Neural-ECF[argmax],0.7,75,0.993602991104126
Neural-ECF[peaks],0.7,75,0.993602991104126
MIDAST[KS],0.7,0,3.1997199058532715
Neural-ECF[argmax],0.7,5,0.9618606567382812
Neural-ECF[peaks],0.7,5,0.9618606567382812
MIDAST[KS],0.7,0,3.1484858989715576
Neural-ECF[argmax],0.7,0,1.022810935974121
Neural-ECF[peaks],0.7,0,1.022810935974121
MIDAST[KS],0.7,0,3.1335721015930176
Neural-ECF[argmax],0.7,0,0.9942889213562012
Neural-ECF[peaks],0.7,0,0.9942889213562012
MIDAST[KS],0.7,0,3.194551944732666
Neural-ECF[argmax],0.7,0,1.00447678565979
Neural-ECF[peaks],0.7,0,1.00447678565979
MIDAST[KS],0.7,0,3.1789960861206055
Neural-ECF[argmax],0.7,0,0.9593019485473633
Neural-ECF[peaks],0.7,0,0.9593019485473633
MIDAST[KS],0.7,0,3.0790820121765137
Neural-ECF[argmax],0.7,0,0.9926097393035889
Neural-ECF[peaks],0.7,0,0.9926097393035889
MIDAST[KS],0.7,0,3.175539016723633
Neural-ECF[argmax],0.7,0,0.990494966506958
Neural-ECF[peaks],0.7,0,0.990494966506958
MIDAST[KS],0.7,0,3.202280044555664
Neural-ECF[argmax],0.7,5,0.9933488368988037
Neural-ECF[peaks],0.7,5,0.9933488368988037
MIDAST[KS],0.7,0,3.2126219272613525
Neural-ECF[argmax],0.7,0,0.9602952003479004
Neural-ECF[peaks],0.7,0,0.9602952003479004
MIDAST[KS],0.7,0,3.228893995285034
Neural-ECF[argmax],0.7,0,1.0079128742218018
Neural-ECF[peaks],0.7,0,1.0079128742218018
MIDAST[KS],0.7,0,3.1491639614105225
Neural-ECF[argmax],0.7,5,0.9867961406707764
Neural-ECF[peaks],0.7,5,0.9867961406707764
MIDAST[KS],0.7,0,3.1334128379821777
Neural-ECF[argmax],0.7,0,0.9776821136474609
Neural-ECF[peaks],0.7,0,0.9776821136474609
MIDAST[KS],0.7,0,3.134065866470337
Neural-ECF[argmax],0.7,50,0.985867977142334
Neural-ECF[peaks],0.7,50,0.985867977142334
MIDAST[KS],0.7,0,3.178361654281616
Neural-ECF[argmax],0.7,0,0.9853439331054688
Neural-ECF[peaks],0.7,0,0.9853439331054688
MIDAST[KS],0.7,0,3.113210916519165
Neural-ECF[argmax],0.7,0,0.9583711624145508
Neural-ECF[peaks],0.7,0,0.9583711624145508
MIDAST[KS],0.7,0,3.0934348106384277
Neural-ECF[argmax],0.7,0,0.9673058986663818
Neural-ECF[peaks],0.7,0,0.9673058986663818
MIDAST[KS],0.7,0,3.125868082046509
Neural-ECF[argmax],0.7,0,1.0326390266418457
Neural-ECF[peaks],0.7,0,1.0326390266418457
MIDAST[KS],0.7,0,3.14992094039917
Neural-ECF[argmax],0.7,0,0.9917809963226318
Neural-ECF[peaks],0.7,0,0.9917809963226318
MIDAST[KS],0.7,0,3.238809108734131
Neural-ECF[argmax],0.7,0,0.9732317924499512
Neural-ECF[peaks],0.7,0,0.9732317924499512
MIDAST[KS],0.7,0,3.205919027328491
Neural-ECF[argmax],0.7,0,0.9727559089660645
Neural-ECF[peaks],0.7,0,0.9727559089660645
MIDAST[KS],0.7,0,3.0977797508239746
Neural-ECF[argmax],0.7,5,0.9984300136566162
Neural-ECF[peaks],0.7,5,0.9984300136566162
MIDAST[KS],0.7,0,3.1644186973571777
Neural-ECF[argmax],0.7,0,0.9819509983062744
Neural-ECF[peaks],0.7,0,0.9819509983062744
MIDAST[KS],0.7,0,3.13397479057312
Neural-ECF[argmax],0.7,0,0.9946269989013672
Neural-ECF[peaks],0.7,0,0.9946269989013672
MIDAST[KS],0.7,0,3.2286229133605957
Neural-ECF[argmax],0.7,0,1.076843023300171
Neural-ECF[peaks],0.7,0,1.076843023300171
MIDAST[KS],0.7,0,3.227543830871582
Neural-ECF[argmax],0.7,0,0.9870090484619141
Neural-ECF[peaks],0.7,0,0.9870090484619141
MIDAST[KS],0.7,0,3.179192066192627
Neural-ECF[argmax],0.7,0,0.9849879741668701
Neural-ECF[peaks],0.7,0,0.9849879741668701
MIDAST[KS],0.7,0,3.1827948093414307
Neural-ECF[argmax],0.7,15,0.9704217910766602
Neural-ECF[peaks],0.7,15,0.9704217910766602
MIDAST[KS],0.7,0,3.1567318439483643
Neural-ECF[argmax],0.7,0,0.9550168514251709
Neural-ECF[peaks],0.7,0,0.9550168514251709
MIDAST[KS],0.7,0,3.153538942337036
Neural-ECF[argmax],0.7,0,1.0070006847381592
Neural-ECF[peaks],0.7,0,1.0070006847381592
MIDAST[KS],0.7,0,3.1747357845306396
Neural-ECF[argmax],0.7,0,0.9790740013122559
Neural-ECF[peaks],0.7,0,0.9790740013122559
MIDAST[KS],0.7,0,3.137160301208496
Neural-ECF[argmax],0.7,35,0.9623219966888428
Neural-ECF[peaks],0.7,35,0.9623219966888428
MIDAST[KS],0.7,0,3.0958919525146484
Neural-ECF[argmax],0.7,0,0.9875810146331787
Neural-ECF[peaks],0.7,0,0.9875810146331787
MIDAST[KS],0.7,0,3.214069128036499
Neural-ECF[argmax],0.7,0,0.9997830390930176
Neural-ECF[peaks],0.7,0,0.9997830390930176
MIDAST[KS],0.7,0,3.1219301223754883
Neural-ECF[argmax],0.7,10,0.9993553161621094
Neural-ECF[peaks],0.7,10,0.9993553161621094
MIDAST[KS],0.7,0,3.1576621532440186
Neural-ECF[argmax],0.7,0,1.013683795928955
Neural-ECF[peaks],0.7,0,1.013683795928955
MIDAST[KS],0.7,0,3.06435489654541
Neural-ECF[argmax],0.7,0,0.9933450222015381
Neural-ECF[peaks],0.7,0,0.9933450222015381
MIDAST[KS],0.7,0,3.179683208465576
Neural-ECF[argmax],0.7,0,0.9634907245635986
Neural-ECF[peaks],0.7,0,0.9634907245635986
MIDAST[KS],0.7,0,3.138676166534424
Neural-ECF[argmax],0.7,0,0.9946529865264893
Neural-ECF[peaks],0.7,0,0.9946529865264893
MIDAST[KS],0.7,0,3.2733020782470703
Neural-ECF[argmax],0.7,0,0.9911706447601318
Neural-ECF[peaks],0.7,0,0.9911706447601318
MIDAST[KS],0.7,0,3.3048079013824463
Neural-ECF[argmax],0.7,5,1.0091030597686768
Neural-ECF[peaks],0.7,5,1.0091030597686768
MIDAST[KS],0.7,0,3.120180368423462
Neural-ECF[argmax],0.7,0,1.00059175491333
Neural-ECF[peaks],0.7,0,1.00059175491333
MIDAST[KS],0.7,0,3.1729280948638916
Neural-ECF[argmax],0.7,25,0.9771299362182617
Neural-ECF[peaks],0.7,25,0.9771299362182617
MIDAST[KS],0.7,0,3.1563868522644043
Neural-ECF[argmax],0.7,0,0.9653820991516113
Neural-ECF[peaks],0.7,0,0.9653820991516113
MIDAST[KS],0.7,0,3.193279981613159
Neural-ECF[argmax],0.7,0,0.9858438968658447
Neural-ECF[peaks],0.7,0,0.9858438968658447
MIDAST[KS],0.7,0,3.1654868125915527
Neural-ECF[argmax],0.7,0,0.9809582233428955
Neural-ECF[peaks],0.7,0,0.9809582233428955
MIDAST[KS],0.7,0,3.158127784729004
Neural-ECF[argmax],0.7,5,1.0453429222106934
Neural-ECF[peaks],0.7,5,1.0453429222106934
MIDAST[KS],0.7,0,3.2370598316192627
Neural-ECF[argmax],0.7,0,0.9029321670532227
Neural-ECF[peaks],0.7,0,0.9029321670532227
MIDAST[KS],0.7,0,3.179417848587036
Neural-ECF[argmax],0.7,0,1.0080130100250244
Neural-ECF[peaks],0.7,0,1.0080130100250244
MIDAST[KS],0.7,0,3.250444173812866
Neural-ECF[argmax],0.7,5,1.0032808780670166
Neural-ECF[peaks],0.7,5,1.0032808780670166
MIDAST[KS],0.7,0,3.185908079147339
Neural-ECF[argmax],0.7,5,0.9938228130340576
Neural-ECF[peaks],0.7,5,0.9938228130340576
MIDAST[KS],0.7,0,3.246379852294922
Neural-ECF[argmax],0.7,0,1.007418155670166
Neural-ECF[peaks],0.7,0,1.007418155670166
MIDAST[KS],0.7,0,3.2726242542266846
Neural-ECF[argmax],0.7,0,1.03383207321167
Neural-ECF[peaks],0.7,0,1.03383207321167
MIDAST[KS],0.7,0,3.30586314201355
Neural-ECF[argmax],0.7,0,1.048797845840454
Neural-ECF[peaks],0.7,0,1.048797845840454
MIDAST[KS],0.7,0,3.1318600177764893
Neural-ECF[argmax],0.7,25,0.993257999420166
Neural-ECF[peaks],0.7,25,0.993257999420166
MIDAST[KS],0.7,0,3.166254997253418
Neural-ECF[argmax],0.7,0,1.006242036819458
Neural-ECF[peaks],0.7,0,1.006242036819458
MIDAST[KS],0.7,0,3.167248249053955
Neural-ECF[argmax],0.7,0,0.9785306453704834
Neural-ECF[peaks],0.7,0,0.9785306453704834
MIDAST[KS],0.7,0,3.1926469802856445
Neural-ECF[argmax],0.7,0,1.00233793258667
Neural-ECF[peaks],0.7,0,1.00233793258667
MIDAST[KS],0.7,0,3.144679307937622
Neural-ECF[argmax],0.7,0,0.9836461544036865
Neural-ECF[peaks],0.7,0,0.9836461544036865
MIDAST[KS],0.7,0,3.0981011390686035
Neural-ECF[argmax],0.7,0,1.017104148864746
Neural-ECF[peaks],0.7,0,1.017104148864746
MIDAST[KS],0.7,0,3.1128900051116943
Neural-ECF[argmax],0.7,0,0.9615161418914795
Neural-ECF[peaks],0.7,0,0.9615161418914795
MIDAST[KS],0.7,0,3.1665163040161133
Neural-ECF[argmax],0.7,5,0.9966819286346436
Neural-ECF[peaks],0.7,5,0.9966819286346436
MIDAST[KS],0.7,0,3.1881492137908936
Neural-ECF[argmax],0.7,0,0.9952437877655029
Neural-ECF[peaks],0.7,0,0.9952437877655029
MIDAST[KS],0.7,0,3.1747257709503174
Neural-ECF[argmax],0.7,0,0.976546049118042
Neural-ECF[peaks],0.7,0,0.976546049118042
MIDAST[KS],0.7,0,3.2130320072174072
Neural-ECF[argmax],0.7,0,0.8946433067321777
Neural-ECF[peaks],0.7,0,0.8946433067321777
MIDAST[KS],0.7,0,3.2213990688323975
Neural-ECF[argmax],0.7,5,1.0018229484558105
Neural-ECF[peaks],0.7,5,1.0018229484558105
MIDAST[KS],0.7,0,3.169063091278076
Neural-ECF[argmax],0.7,10,0.9619948863983154
Neural-ECF[peaks],0.7,10,0.9619948863983154
MIDAST[KS],0.7,0,3.197334051132202
Neural-ECF[argmax],0.7,0,0.9972639083862305
Neural-ECF[peaks],0.7,0,0.9972639083862305
MIDAST[KS],0.7,0,3.2773571014404297
Neural-ECF[argmax],0.7,15,0.9821321964263916
Neural-ECF[peaks],0.7,15,0.9821321964263916
MIDAST[KS],0.7,0,3.13387393951416
Neural-ECF[argmax],0.7,0,1.002439022064209
Neural-ECF[peaks],0.7,0,1.002439022064209
MIDAST[KS],0.7,0,3.1531729698181152
Neural-ECF[argmax],0.7,0,1.0233850479125977
Neural-ECF[peaks],0.7,0,1.0233850479125977
MIDAST[KS],0.7,0,3.1105551719665527
Neural-ECF[argmax],0.7,0,0.9960489273071289
Neural-ECF[peaks],0.7,0,0.9960489273071289
MIDAST[KS],0.7,0,3.1505789756774902
Neural-ECF[argmax],0.7,0,1.0223119258880615
Neural-ECF[peaks],0.7,0,1.0223119258880615
MIDAST[KS],0.7,0,3.149833917617798
Neural-ECF[argmax],0.7,0,0.982234001159668
Neural-ECF[peaks],0.7,0,0.982234001159668
MIDAST[KS],0.7,0,3.2629189491271973
Neural-ECF[argmax],0.7,35,0.9807620048522949
Neural-ECF[peaks],0.7,35,0.9807620048522949
MIDAST[KS],0.7,0,3.123366117477417
Neural-ECF[argmax],0.7,0,1.0201160907745361
Neural-ECF[peaks],0.7,0,1.0201160907745361
MIDAST[KS],0.7,0,3.187775135040283
Neural-ECF[argmax],0.7,5,0.9817638397216797
Neural-ECF[peaks],0.7,5,0.9817638397216797
MIDAST[KS],0.7,0,3.1241440773010254
Neural-ECF[argmax],0.7,0,1.0017149448394775
Neural-ECF[peaks],0.7,0,1.0017149448394775
MIDAST[KS],0.7,0,3.1454381942749023
Neural-ECF[argmax],0.7,40,0.9781479835510254
Neural-ECF[peaks],0.7,40,0.9781479835510254
MIDAST[KS],0.7,0,3.1592319011688232
Neural-ECF[argmax],0.7,15,0.9916927814483643
Neural-ECF[peaks],0.7,15,0.9916927814483643
MIDAST[KS],0.7,0,3.167206048965454
Neural-ECF[argmax],0.7,15,0.9946389198303223
Neural-ECF[peaks],0.7,15,0.9946389198303223
MIDAST[KS],0.7,0,3.251243829727173
Neural-ECF[argmax],0.7,0,1.0027530193328857
Neural-ECF[peaks],0.7,0,1.0027530193328857
MIDAST[KS],0.7,0,3.1174421310424805
Neural-ECF[argmax],0.7,0,1.0042219161987305
Neural-ECF[peaks],0.7,0,1.0042219161987305
MIDAST[KS],0.7,0,3.1644651889801025
Neural-ECF[argmax],0.7,0,0.9967827796936035
Neural-ECF[peaks],0.7,0,0.9967827796936035
MIDAST[KS],0.7,0,3.0949130058288574
Neural-ECF[argmax],0.7,5,0.9835691452026367
Neural-ECF[peaks],0.7,5,0.9835691452026367
MIDAST[KS],0.7,0,3.1446239948272705
Neural-ECF[argmax],0.7,110,0.9922640323638916
Neural-ECF[peaks],0.7,110,0.9922640323638916
MIDAST[KS],0.7,0,3.2373900413513184
Neural-ECF[argmax],0.7,10,0.9432439804077148
Neural-ECF[peaks],0.7,10,0.9432439804077148
MIDAST[KS],0.7,0,3.098037004470825
Neural-ECF[argmax],0.7,0,0.9986600875854492
Neural-ECF[peaks],0.7,0,0.9986600875854492
MIDAST[KS],0.7,0,3.2738571166992188
Neural-ECF[argmax],0.7,0,0.9933590888977051
Neural-ECF[peaks],0.7,0,0.9933590888977051
MIDAST[KS],0.7,0,3.270547866821289
Neural-ECF[argmax],0.7,10,0.9900178909301758
Neural-ECF[peaks],0.7,10,0.9900178909301758
MIDAST[KS],0.7,0,3.1560049057006836
Neural-ECF[argmax],0.7,30,1.0004327297210693
Neural-ECF[peaks],0.7,30,1.0004327297210693
MIDAST[KS],0.7,0,3.1487088203430176
Neural-ECF[argmax],0.7,0,0.950261116027832
Neural-ECF[peaks],0.7,0,0.950261116027832
MIDAST[KS],0.7,0,3.2210659980773926
Neural-ECF[argmax],0.7,0,0.9865298271179199
Neural-ECF[peaks],0.7,0,0.9865298271179199
MIDAST[KS],0.7,0,3.074437141418457
Neural-ECF[argmax],0.7,30,0.9906008243560791
Neural-ECF[peaks],0.7,30,0.9906008243560791
MIDAST[KS],0.7,0,3.1425039768218994
